id,tc_name,sc_name
8444,瑪門魔鋤·上品,玛门魔锄·上品
8445,勞尼神斧·上品,劳尼神斧·上品
8446,阿耳刻悠妮神竿·上品,阿耳刻悠妮神竿·上品
8447,邪鬼工具腰帶,邪鬼工具腰带
8448,邪鬼生存腰帶,邪鬼生存腰带
8449,苔角耳墜,苔角耳坠
8450,玫瑰金大地耳環,玫瑰金大地耳环
8451,玫瑰金項環,玫瑰金项环
8452,邪鬼項環,邪鬼项环
8453,邪鬼戒指,邪鬼戒指
8454,改良型鎢鋼重胸甲,改良型钨钢重胸甲
8455,改良型鎢鋼胸甲,改良型钨钢胸甲
8456,改良型蛟蜥強襲襯衫,改良型蛟蜥强袭衬衫
8457,改良型蛟蜥精準罩衣,改良型蛟蜥精准罩衣
8458,改良型羊絨治癒長袍,改良型羊绒治愈长袍
8459,改良型羊絨詠咒長袍,改良型羊绒咏咒长袍
8460,黑渦精英曲刀,漩涡精英曲刀
8461,黑渦精英錨爪,漩涡精英锚爪
8462,黑渦精英雙刃斧,漩涡精英双刃斧
8463,黑渦精英長槍,漩涡精英长枪
8464,黑渦精英戰弓,漩涡精英战弓
8465,黑渦精英幻杖,漩涡精英幻杖
8466,黑渦精英咒杖,漩涡精英咒杖
8467,黑渦精英魔導書,漩涡精英魔导书
8468,黑渦精英魔典,漩涡精英魔典
8469,雙蛇精英長劍,牙蛇精英长剑
8470,雙蛇精英利爪,牙蛇精英利爪
8471,雙蛇精英巨斧,牙蛇精英巨斧
8472,雙蛇精英長槍,牙蛇精英长枪
8473,雙蛇精英長弓,牙蛇精英长弓
8474,雙蛇精英幻杖,牙蛇精英幻杖
8475,雙蛇精英咒杖,牙蛇精英咒杖
8476,雙蛇精英魔導書,牙蛇精英魔导书
8477,雙蛇精英魔典,牙蛇精英魔典
8478,不滅精英鬥劍,耀辉精英斗剑
8479,不滅精英拳鋒,耀辉精英拳锋
8480,不滅精英戰斧,耀辉精英战斧
8481,不滅精英長槍,耀辉精英长枪
8482,不滅精英長弓,耀辉精英长弓
8483,不滅精英幻杖,耀辉精英幻杖
8484,不滅精英咒杖,耀辉精英咒杖
8485,不滅精英魔導書,耀辉精英魔导书
8486,不滅精英魔典,耀辉精英魔典
8487,黑渦精英角盔,漩涡精英角盔
8488,黑渦精英鱗鎧,漩涡精英鳞铠
8489,黑渦精英手鎧,漩涡精英手铠
8490,黑渦精英短裙,漩涡精英短裙
8491,黑渦精英鎖甲靴,漩涡精英锁甲靴
8492,黑渦精英雙角帽,漩涡精英双角帽
8493,黑渦精英鱗袍,漩涡精英鳞袍
8494,黑渦精英鱗指套,漩涡精英鳞指套
8495,黑渦精英軟甲褲,漩涡精英软甲裤
8496,黑渦精英鱗脛甲,漩涡精英鳞胫甲
8497,黑渦精英軍帽,漩涡精英军帽
8498,黑渦精英長衣,漩涡精英长衣
8499,黑渦精英手套,漩涡精英手套
8500,黑渦精英馬褲,漩涡精英马裤
8501,黑渦精英長靴,漩涡精英长靴
8502,雙蛇精英戰盔,牙蛇精英战盔
8503,雙蛇精英鎖子鎧,牙蛇精英锁子铠
8504,雙蛇精英手鎧,牙蛇精英手铠
8505,雙蛇精英及膝褲,牙蛇精英及膝裤
8506,雙蛇精英筒靴,牙蛇精英筒靴
8507,雙蛇精英面罩,牙蛇精英面罩
8508,雙蛇精英皮衣,牙蛇精英皮衣
8509,雙蛇精英弓術手套,牙蛇精英弓术手套
8510,雙蛇精英垮褲,牙蛇精英垮裤
8511,雙蛇精英軍靴,牙蛇精英军靴
8512,雙蛇精英頭冠,牙蛇精英头冠
8513,雙蛇精英長袍,牙蛇精英长袍
8514,雙蛇精英纏手帶,牙蛇精英缠手带
8515,雙蛇精英腰布裙,牙蛇精英腰布裙
8516,雙蛇精英尖頭靴,牙蛇精英尖头靴
8517,不滅精英戰盔,耀辉精英战盔
8518,不滅精英胸甲,耀辉精英胸甲
8519,不滅精英手鎧,耀辉精英手铠
8520,不滅精英軟甲褲,耀辉精英软甲裤
8521,不滅精英鎖甲靴,耀辉精英锁甲靴
8522,不滅精英頭盔,耀辉精英头盔
8523,不滅精英格鬥服,耀辉精英格斗服
8524,不滅精英臂甲,耀辉精英臂甲
8525,不滅精英短裙,耀辉精英短裙
8526,不滅精英長靴,耀辉精英长靴
8527,不滅精英兜帽,耀辉精英兜帽
8528,不滅精英披肩,耀辉精英披肩
8529,不滅精英手套,耀辉精英手套
8530,不滅精英腰布裙,耀辉精英腰布裙
8531,不滅精英戰靴,耀辉精英战靴
8532,黑炎君子浴衣,黑炎君子浴衣
8533,白炎君子浴衣,白炎君子浴衣
8534,蒼炎君子浴衣,苍炎君子浴衣
8535,紅蝶淑女浴衣,红蝶淑女浴衣
8536,蒼蝶淑女浴衣,苍蝶淑女浴衣
8537,桃蝶淑女浴衣,桃蝶淑女浴衣
8538,旅神葵寬邊草帽,旅神葵宽边草帽
8539,黃金葵寬邊草帽,黄金葵宽边草帽
8540,珍珠葵寬邊草帽,珍珠葵宽边草帽
8541,寬邊草帽,宽边草帽
8542,花草環,花草环
8543,火紅男式海灘裙,火红男式海滩裙
8544,南海護身符,南海护身符
8545,海藍男式海灘裙,海蓝男式海滩裙
8546,豹紋護身符,豹纹护身符
8547,豹紋男式海灘裙,豹纹男式海滩裙
8548,豹紋男式短褲,豹纹男式短裤
8549,盛花女式夏衣,盛花女式夏衣
8550,火紅女式海灘裙,火红女式海滩裙
8551,浪花女式夏衣,浪花女式夏衣
8552,浪花女式海灘裙,浪花女式海滩裙
8553,豹紋女式夏衣,豹纹女式夏衣
8554,豹紋女式海灘裙,豹纹女式海滩裙
8555,豹紋女式夏褲,豹纹女式夏裤
8556,夏日涼鞋,夏日凉鞋
8557,弦月長睡帽,弦月长睡帽
8558,弦月花睡帽,弦月花睡帽
8559,弦月睡袍,弦月睡袍
8560,弦月睡褲,弦月睡裤
8561,弦月拖鞋,弦月拖鞋
8562,黑死面罩,黑死面罩
8563,橢圓眼鏡,椭圆眼镜
8564,金邊墨鏡,金边墨镜
8565,古卜耳墜,古菩猩猩耳坠
8566,渡渡鳥耳墜,渡渡鸟耳坠
8567,友誼頭花,友谊头花
8568,長風護手,长风护手
8569,長風耐熱手套,长风耐热手套
8570,拉姆裝甲,拉姆装甲
8571,羽飾裝甲,羽饰装甲
8572,基沙爾種子,基萨尔种子
8573,舊化的斐迪南,旧化的费迪南德
8574,機工士之證,机工士之证
8575,同心戒指,同心戒指
8576,史萊姆王帽子,史莱姆王帽子
8577,紫風精靈娃娃,紫妖精娃娃
8578,開創者人偶,开创者人偶
8579,小小迪茲爾,小小迪兹尔
8580,地靈2號娃娃,地灵2号娃娃
8581,迷你海魔,迷你海魔
8582,加隆德禦敵頭盔,加隆德御敌头盔
8583,加隆德禦敵戰甲,加隆德御敌战甲
8584,加隆德禦敵手鎧,加隆德御敌手铠
8585,加隆德禦敵軟甲褲,加隆德御敌软甲裤
8586,加隆德禦敵鎧靴,加隆德御敌铠靴
8587,加隆德禦敵腰帶,加隆德御敌腰带
8588,加隆德禦敵手鐲,加隆德御敌手镯
8589,加隆德禦敵耳墜,加隆德御敌耳坠
8590,加隆德禦敵項環,加隆德御敌项环
8591,加隆德禦敵指環,加隆德御敌指环
8592,加隆德制敵面罩,加隆德制敌面罩
8593,加隆德制敵胸甲,加隆德制敌胸甲
8594,加隆德制敵護臂,加隆德制敌护臂
8595,加隆德制敵騎兵褲,加隆德制敌骑兵裤
8596,加隆德制敵鎖甲靴,加隆德制敌锁甲靴
8597,加隆德制敵腰帶,加隆德制敌腰带
8598,加隆德強襲面罩,加隆德强袭面罩
8599,加隆德強襲胸甲,加隆德强袭胸甲
8600,加隆德強襲護臂,加隆德强袭护臂
8601,加隆德強襲騎兵褲,加隆德强袭骑兵裤
8602,加隆德強襲鎖甲靴,加隆德强袭锁甲靴
8603,加隆德強襲腰帶,加隆德强袭腰带
8604,加隆德強攻手鐲,加隆德强攻手镯
8605,加隆德強攻耳墜,加隆德强攻耳坠
8606,加隆德強攻項環,加隆德强攻项环
8607,加隆德強攻指環,加隆德强攻指环
8608,加隆德精準面具,加隆德精准面具
8609,加隆德精準護甲,加隆德精准护甲
8610,加隆德精準臂甲,加隆德精准臂甲
8611,加隆德精準襯褲,加隆德精准衬裤
8612,加隆德精準腿甲靴,加隆德精准腿甲靴
8613,加隆德精準腰帶,加隆德精准腰带
8614,加隆德精準手鐲,加隆德精准手镯
8615,加隆德精準耳墜,加隆德精准耳坠
8616,加隆德精準項環,加隆德精准项环
8617,加隆德精準指環,加隆德精准指环
8618,加隆德治癒光學眼鏡,加隆德治愈光学眼镜
8619,加隆德治癒長袍,加隆德治愈长袍
8620,加隆德治癒手套,加隆德治愈手套
8621,加隆德治癒長褲,加隆德治愈长裤
8622,加隆德治癒長靴,加隆德治愈长靴
8623,加隆德治癒腰帶,加隆德治愈腰带
8624,加隆德治癒手鐲,加隆德治愈手镯
8625,加隆德治癒耳墜,加隆德治愈耳坠
8626,加隆德治癒項環,加隆德治愈项环
8627,加隆德治癒指環,加隆德治愈指环
8628,加隆德詠咒兜帽,加隆德咏咒兜帽
8629,加隆德詠咒長衫,加隆德咏咒长衫
8630,加隆德詠咒手套,加隆德咏咒手套
8631,加隆德詠咒馬褲,加隆德咏咒马裤
8632,加隆德詠咒法靴,加隆德咏咒法靴
8633,加隆德詠咒腰帶,加隆德咏咒腰带
8634,加隆德詠咒手鐲,加隆德咏咒手镯
8635,加隆德詠咒耳墜,加隆德咏咒耳坠
8636,加隆德詠咒項環,加隆德咏咒项环
8637,加隆德詠咒指環,加隆德咏咒指环
8638,加隆德魔導盾,加隆德魔导盾
8639,加隆德魔導劍,加隆德魔导剑
8640,加隆德魔導拳鋒,加隆德魔导拳锋
8641,加隆德魔導斧,加隆德魔导斧
8642,加隆德魔導槍,加隆德魔导枪
8643,加隆德魔導弓,加隆德魔导弓
8644,加隆德魔導刀,加隆德魔导刀
8645,加隆德魔導牧杖,加隆德魔导牧杖
8646,加隆德魔導咒杖,加隆德魔导咒杖
8647,加隆德魔導書,加隆德魔导书
8648,加隆德魔導典,加隆德魔导典
8649,無鋒劍柯塔納·鎮魂,无锋剑柯塔纳·镇魂
8650,釋法來·鎮魂,释法来·镇魂
8651,勇悍斧·鎮魂,勇悍斧·镇魂
8652,穿心槍蓋博爾格·鎮魂,穿心枪盖博尔格·镇魂
8653,月神之弓·鎮魂,月神之弓·镇魂
8654,酒神杖·鎮魂,酒神杖·镇魂
8655,星塵杖·鎮魂,星尘杖·镇魂
8656,綠瞳列傳·鎮魂,绿瞳列传·镇魂
8657,萬辭全書·鎮魂,万辞全书·镇魂
8658,神聖盾·鎮魂,神圣盾·镇魂
8659,黃道透鏡,黄道透镜
8660,青銅短刀,青铜短刀
8661,黃銅匕首,黄铜匕首
8662,黑鐵小刀,黑铁小刀
8663,黑鐵輔劍,黑铁辅剑
8664,白鋼匕首,白钢匕首
8665,白鋼短刀,白钢短刀
8666,秘銀匕首,秘银匕首
8667,秘銀輔劍,秘银辅剑
8668,鈷鐵短刀,钴铁短刀
8669,純情燕尾禮服,纯情燕尾礼服
8670,激情燕尾禮服,激情燕尾礼服
8671,鍾情燕尾禮服,钟情燕尾礼服
8672,純情永結手套,纯情永结手套
8673,激情永結手套,激情永结手套
8674,鍾情永結手套,钟情永结手套
8675,純情典禮長褲,纯情典礼长裤
8676,激情典禮長褲,激情典礼长裤
8677,鍾情典禮長褲,钟情典礼长裤
8678,純情端莊禮鞋,纯情端庄礼鞋
8679,激情端莊禮鞋,激情端庄礼鞋
8680,鍾情端莊禮鞋,钟情端庄礼鞋
8681,純情同心頭紗,纯情同心头纱
8682,激情同心頭紗,激情同心头纱
8683,鍾情同心頭紗,钟情同心头纱
8684,純情典禮紗裙,纯情典礼纱裙
8685,激情典禮紗裙,激情典礼纱裙
8686,鍾情典禮紗裙,钟情典礼纱裙
8687,純情花邊長襪,纯情花边长袜
8688,激情花邊長襪,激情花边长袜
8689,鍾情花邊長襪,钟情花边长袜
8690,純情高跟禮鞋,纯情高跟礼鞋
8691,激情高跟禮鞋,激情高跟礼鞋
8692,鍾情高跟禮鞋,钟情高跟礼鞋
8693,純情之誓,纯情之誓
8694,激情之誓,激情之誓
8695,鍾情之誓,钟情之誓
8696, , 
8697,無瑕戒指,无瑕戒指
8698,空白請帖,空白请柬
8699,典禮請帖,典礼请柬
8700, , 
8701,祝福禮盒,祝福礼盒
8702,典禮陸行鳥笛,典礼鸟笛
8703,現代框眼鏡,现代鼻眼镜
8704,無框眼鏡,无框眼镜
8705,粗框眼鏡,粗框眼镜
8706,莫古莫古頭套,莫古莫古头套
8707,莫古莫古身體,莫古莫古身体
8708,莫古莫古手臂,莫古莫古手臂
8709,莫古莫古短裙,莫古莫古短裙
8710,莫古莫古長靴,莫古莫古长靴
8711,怪誕帽子,怪诞帽子
8712,怪誕長袍,怪诞长袍
8713,怪誕緊身褲,怪诞紧身裤
8714,怪誕尖頭靴,怪诞尖头靴
8715,南瓜耳墜,南瓜耳坠
8716,惡魔餅乾,恶魔饼干
8717,加隆德魚竿,加隆德鱼竿
8718,怪誕裝甲,怪诞装甲
8719,企業號模型,企业号模型
8720,郵差莫古利娃娃,邮差莫古力娃娃
8721,迷你娜娜莫,迷你娜娜莫
8722,迷你雅·修朵拉,迷你雅·修特拉
8723,迷你伊達,迷你伊达
8724,迷你帕帕力莫,迷你帕帕力莫
8725,迷你尤里安傑,迷你于里昂热
8726,斯雷普尼爾角笛,斯莱普尼尔角笛
8727,小型奧汀,小型奥丁
8728,小型巴哈姆特,小型巴哈姆特
8729,毛絨絨提燈怪,毛绒绒冬贝利
8730,賢者的肖像畫,贤人的肖像画
8731,盟主的肖像畫,盟主的肖像画
8732,特製無瑕白染劑,特制无瑕白染剂
8733,特製煤玉黑染劑,特制煤玉黑染剂
8734,特製柔彩粉染劑,特制柔彩粉染剂
8735,特製黑暗紅染劑,特制黑暗红染剂
8736,特製黑暗棕染劑,特制黑暗棕染剂
8737,特製柔彩綠染劑,特制柔彩绿染剂
8738,特製黑暗綠染劑,特制黑暗绿染剂
8739,特製柔彩藍染劑,特制柔彩蓝染剂
8740,特製黑暗藍染劑,特制黑暗蓝染剂
8741,特製柔彩紫染劑,特制柔彩紫染剂
8742,特製黑暗紫染劑,特制黑暗紫染剂
8743,特製閃耀銀染劑,特制闪耀银染剂
8744,特製閃耀金染劑,特制闪耀金染剂
8745,特製金屬紅染劑,特制金属红染剂
8746,特製金屬橙染劑,特制金属橙染剂
8747,特製金屬黃染劑,特制金属黄染剂
8748,特製金屬綠染劑,特制金属绿染剂
8749,特製金屬藍染劑,特制金属蓝染剂
8750,特製金屬靛染劑,特制金属靛染剂
8751,特製金屬紫染劑,特制金属紫染剂
8752,皇金魚,皇金鱼
8753,海中老人,海中老人
8754,涅普特龍,涅普特龙
8755,空棘魚,空棘鱼
8756,內角石,内角石
8757,海巫婆,海巫婆
8758,煉獄火角,炼狱火角
8759,虛無鱸,虚无鲈
8760,科內利亞,科内利亚
8761,忍鬥魚,忍斗鱼
8762,加諾,加诺
8763,殺手庫諾,杀手库诺
8764,海盜獵人,海盗猎人
8765,恩登德奇,恩登德奇
8766,吸血鞭,吸血鞭
8767,烏茲刀背魚·天極,乌兹刀背鱼·天极
8768,旋齒鯊,旋齿鲨
8769,暗星,暗星
8770,藍屍,蓝尸
8771,馬哈爾,马哈尔
8772,秀尼魚龍,秀尼鱼龙
8773,魔幻蘑菇蟹,魔幻蘑菇蟹
8774,大瀧太郎,大泷太郎
8775,波太郎,波太郎
8776,血紅龍,血红龙
8777,南洋沙發,南洋沙发
8778,南洋拐沙發,南洋拐沙发
8779,海濱四柱床,海滨四柱床
8780,林間四柱床,林间四柱床
8781,綠洲四柱床,绿洲四柱床
8782,滴水海芋,滴水海芋
8783,淋浴器,淋浴器
8784,龍神獎盃,龙神奖杯
8785,水晶塔獎盃,水晶塔奖杯
8786,海濱小凳,海滨小凳
8787,林間小凳,林间小凳
8788,綠洲小凳,绿洲小凳
8789,收藏櫃,收藏柜
8790,石砌壁爐,石砌壁炉
8791,永結同心蛋糕,永结同心蛋糕
8792,空的星芒禮盒,空的星芒礼盒
8793,海濱開架書櫃,海滨开架书柜
8794,林間開架書櫃,林间开架书柜
8795,綠洲開架書櫃,绿洲开架书柜
8796,貨運木箱,货运木箱
8797,酒桶,酒桶
8798,香爐,香炉
8799,夫妻羊羊,夫妻羊羊
8800,鏡餅,镜饼
8801,星芒祭小盧恩族,星芒节小卢恩人
8802,星芒祭烤渡渡鳥,星芒节烤渡渡鸟
8803,南瓜籃,南瓜篮
8804,星芒祭蛋糕,星芒节蛋糕
8805,壁燈,壁灯
8806,莊園沙發,庄园沙发
8807,馬茲拉雅槍魚標本,马兹拉雅枪鱼标本
8808,巨齒鯊的牙骨,巨齿鲨的牙骨
8809,瀧太郎標本,泷太郎标本
8810,星芒祭花環,星芒节花环
8811,毛巾掛,毛巾挂
8812,冒險者行會的公告,冒险者行会的公告
8813,林間門墊,林间门垫
8814,綠洲門墊,绿洲门垫
8815,大型門墊,大型门垫
8816,大型花壇,大型花坛
8817,海濱矮燈,海滨矮灯
8818,林間矮燈,林间矮灯
8819,綠洲矮燈,绿洲矮灯
8820,林間路燈,林间路灯
8821,綠洲路燈,绿洲路灯
8822,南瓜燭臺,南瓜烛台
8823,明星星芒樹,明星星芒树
8824,彎月星芒樹,弯月星芒树
8825,旭日星芒樹,旭日星芒树
8826,雪人,雪人
8827,空的星芒禮箱,空的星芒礼箱
8828,門松,门松
8829,守護天內牆,守护天内墙
8830,星芒內牆,星芒内墙
8831,石砌內牆,石砌内墙
8832,石砌地板,石砌地板
8833,方磚地板,方砖地板
8834,黑鐵地板,黑铁地板
8835,濕婆枝形吊燈,希瓦枝形吊灯
8836,冰神枝形吊燈,冰神枝形吊灯
8837,僱員營業證書,雇员营业证书
8838,轉輪台I,转轮台I
8839,暗黑騎士之證,暗黑骑士之证
8840,占星術師之證,占星术士之证
8841,僱員幻想藥,雇员幻想药
8842,舊化的死亡使者,旧化的死亡使者
8843,舊化的天宇星象,旧化的天宇星象
8844,1級教練乙太轉輪,1级教练以太转轮
8845,1級修練乙太轉輪,1级修炼以太转轮
8846,1級鍛鍊乙太轉輪,1级锻炼以太转轮
8847,1級特訓乙太轉輪,1级特训以太转轮
8848,1級戰績乙太轉輪,1级战绩以太转轮
8849,1級軍功乙太轉輪,1级军功以太转轮
8850,1級新兵乙太轉輪,1级新兵以太转轮
8851,1級達識乙太轉輪,1级达识以太转轮
8852,1級博識乙太轉輪,1级博识以太转轮
8853,1級名匠乙太轉輪,1级名匠以太转轮
8854,1級巨匠乙太轉輪,1级巨匠以太转轮
8855,1級精煉乙太轉輪,1级精炼以太转轮
8856,1級美食乙太轉輪,1级美食以太转轮
8857,1級耐久乙太轉輪,1级耐久以太转轮
8858,1級疾風乙太轉輪,1级疾风以太转轮
8859,1級旅人乙太轉輪,1级旅人以太转轮
8860,1級教練充電轉輪,1级教练充能转轮
8861,1級修練充電轉輪,1级修炼充能转轮
8862,1級鍛鍊充電轉輪,1级锻炼充能转轮
8863,1級特訓充電轉輪,1级特训充能转轮
8864,1級戰績充電轉輪,1级战绩充能转轮
8865,1級軍功充電轉輪,1级军功充能转轮
8866,1級新兵充電轉輪,1级新兵充能转轮
8867,1級達識充電轉輪,1级达识充能转轮
8868,1級博識充電轉輪,1级博识充能转轮
8869,1級名匠充電轉輪,1级名匠充能转轮
8870,1級巨匠充電轉輪,1级巨匠充能转轮
8871,1級精煉充電轉輪,1级精炼充能转轮
8872,1級美食充電轉輪,1级美食充能转轮
8873,1級耐久充電轉輪,1级耐久充能转轮
8874,1級疾風充電轉輪,1级疾风充能转轮
8875,1級旅人充電轉輪,1级旅人充能转轮
8876,改良型加隆德禦敵頭盔,改良型加隆德御敌头盔
8877,改良型加隆德禦敵戰甲,改良型加隆德御敌战甲
8878,改良型加隆德禦敵手鎧,改良型加隆德御敌手铠
8879,改良型加隆德禦敵軟甲褲,改良型加隆德御敌软甲裤
8880,改良型加隆德禦敵鎧靴,改良型加隆德御敌铠靴
8881,改良型加隆德禦敵腰帶,改良型加隆德御敌腰带
8882,改良型加隆德禦敵手鐲,改良型加隆德御敌手镯
8883,改良型加隆德禦敵耳墜,改良型加隆德御敌耳坠
8884,改良型加隆德禦敵項環,改良型加隆德御敌项环
8885,改良型加隆德禦敵指環,改良型加隆德御敌指环
8886,改良型加隆德制敵面罩,改良型加隆德制敌面罩
8887,改良型加隆德制敵胸甲,改良型加隆德制敌胸甲
8888,改良型加隆德制敵護臂,改良型加隆德制敌护臂
8889,改良型加隆德制敵騎兵褲,改良型加隆德制敌骑兵裤
8890,改良型加隆德制敵鎖甲靴,改良型加隆德制敌锁甲靴
8891,改良型加隆德制敵腰帶,改良型加隆德制敌腰带
8892,改良型加隆德強襲面罩,改良型加隆德强袭面罩
8893,改良型加隆德強襲胸甲,改良型加隆德强袭胸甲
8894,改良型加隆德強襲護臂,改良型加隆德强袭护臂
8895,改良型加隆德強襲騎兵褲,改良型加隆德强袭骑兵裤
8896,改良型加隆德強襲鎖甲靴,改良型加隆德强袭锁甲靴
8897,改良型加隆德強襲腰帶,改良型加隆德强袭腰带
8898,改良型加隆德強攻手鐲,改良型加隆德强攻手镯
8899,改良型加隆德強攻耳墜,改良型加隆德强攻耳坠
8900,改良型加隆德強攻項環,改良型加隆德强攻项环
8901,改良型加隆德強攻指環,改良型加隆德强攻指环
8902,改良型加隆德精準面具,改良型加隆德精准面具
8903,改良型加隆德精準護甲,改良型加隆德精准护甲
8904,改良型加隆德精準臂甲,改良型加隆德精准臂甲
8905,改良型加隆德精準襯褲,改良型加隆德精准衬裤
8906,改良型加隆德精準腿甲靴,改良型加隆德精准腿甲靴
8907,改良型加隆德精準腰帶,改良型加隆德精准腰带
8908,改良型加隆德精準手鐲,改良型加隆德精准手镯
8909,改良型加隆德精準耳墜,改良型加隆德精准耳坠
8910,改良型加隆德精準項環,改良型加隆德精准项环
8911,改良型加隆德精準指環,改良型加隆德精准指环
8912,改良型加隆德治癒光學眼鏡,改良型加隆德治愈光学眼镜
8913,改良型加隆德治癒長袍,改良型加隆德治愈长袍
8914,改良型加隆德治癒手套,改良型加隆德治愈手套
8915,改良型加隆德治癒長褲,改良型加隆德治愈长裤
8916,改良型加隆德治癒長靴,改良型加隆德治愈长靴
8917,改良型加隆德治癒腰帶,改良型加隆德治愈腰带
8918,改良型加隆德治癒手鐲,改良型加隆德治愈手镯
8919,改良型加隆德治癒耳墜,改良型加隆德治愈耳坠
8920,改良型加隆德治癒項環,改良型加隆德治愈项环
8921,改良型加隆德治癒指環,改良型加隆德治愈指环
8922,改良型加隆德詠咒兜帽,改良型加隆德咏咒兜帽
8923,改良型加隆德詠咒長衫,改良型加隆德咏咒长衫
8924,改良型加隆德詠咒手套,改良型加隆德咏咒手套
8925,改良型加隆德詠咒馬褲,改良型加隆德咏咒马裤
8926,改良型加隆德詠咒法靴,改良型加隆德咏咒法靴
8927,改良型加隆德詠咒腰帶,改良型加隆德咏咒腰带
8928,改良型加隆德詠咒手鐲,改良型加隆德咏咒手镯
8929,改良型加隆德詠咒耳墜,改良型加隆德咏咒耳坠
8930,改良型加隆德詠咒項環,改良型加隆德咏咒项环
8931,改良型加隆德詠咒指環,改良型加隆德咏咒指环
8932,改良型加隆德魔導盾,改良型加隆德魔导盾
8933,改良型加隆德魔導劍,改良型加隆德魔导剑
8934,改良型加隆德魔導拳鋒,改良型加隆德魔导拳锋
8935,改良型加隆德魔導斧,改良型加隆德魔导斧
8936,改良型加隆德魔導槍,改良型加隆德魔导枪
8937,改良型加隆德魔導弓,改良型加隆德魔导弓
8938,改良型加隆德魔導刀,改良型加隆德魔导刀
8939,改良型加隆德魔導牧杖,改良型加隆德魔导牧杖
8940,改良型加隆德魔導咒杖,改良型加隆德魔导咒杖
8941,改良型加隆德魔導書,改良型加隆德魔导书
8942,改良型加隆德魔導典,改良型加隆德魔导典
8943,龍神禦敵戰冠,龙神御敌战冠
8944,龍神禦敵戰甲,龙神御敌战甲
8945,龍神禦敵手鎧,龙神御敌手铠
8946,龍神禦敵垮褲,龙神御敌垮裤
8947,龍神禦敵鎧靴,龙神御敌铠靴
8948,龍神禦敵腰甲,龙神御敌腰甲
8949,龍神禦敵手鐲,龙神御敌手镯
8950,龍神禦敵耳墜,龙神御敌耳坠
8951,龍神禦敵項環,龙神御敌项环
8952,龍神禦敵指環,龙神御敌指环
8953,龍神制敵開面盔,龙神制敌开面盔
8954,龍神制敵戰鎧,龙神制敌战铠
8955,龍神制敵臂甲,龙神制敌臂甲
8956,龍神制敵馬褲,龙神制敌马裤
8957,龍神制敵脛甲,龙神制敌胫甲
8958,龍神制敵腰甲,龙神制敌腰甲
8959,龍神強襲頭冠,龙神强袭头冠
8960,龍神強襲鬥服,龙神强袭斗服
8961,龍神強襲手套,龙神强袭手套
8962,龍神強襲長褲,龙神强袭长裤
8963,龍神強襲筒靴,龙神强袭筒靴
8964,龍神強襲腰圍,龙神强袭腰围
8965,龍神強攻手鐲,龙神强攻手镯
8966,龍神強攻耳墜,龙神强攻耳坠
8967,龍神強攻項環,龙神强攻项环
8968,龍神強攻指環,龙神强攻指环
8969,龍神精準禮帽,龙神精准礼帽
8970,龍神精準罩衣,龙神精准罩衣
8971,龍神精準臂甲,龙神精准臂甲
8972,龍神精準馬褲,龙神精准马裤
8973,龍神精準脛甲,龙神精准胫甲
8974,龍神精準腰圍,龙神精准腰围
8975,龍神精準手鐲,龙神精准手镯
8976,龍神精準耳墜,龙神精准耳坠
8977,龍神精準項環,龙神精准项环
8978,龍神精準指環,龙神精准指环
8979,龍神治癒兜帽,龙神治愈兜帽
8980,龍神治癒長袍,龙神治愈长袍
8981,龍神治癒手套,龙神治愈手套
8982,龍神治癒束腳褲,龙神治愈束脚裤
8983,龍神治癒皮靴,龙神治愈皮靴
8984,龍神治癒腰帶,龙神治愈腰带
8985,龍神治癒手鐲,龙神治愈手镯
8986,龍神治癒耳墜,龙神治愈耳坠
8987,龍神治癒項環,龙神治愈项环
8988,龍神治癒指環,龙神治愈指环
8989,龍神詠咒闊邊帽,龙神咏咒阔边帽
8990,龍神詠咒長袍,龙神咏咒长袍
8991,龍神詠咒手套,龙神咏咒手套
8992,龍神詠咒燈籠褲,龙神咏咒灯笼裤
8993,龍神詠咒法靴,龙神咏咒法靴
8994,龍神詠咒腰帶,龙神咏咒腰带
8995,龍神詠咒手鐲,龙神咏咒手镯
8996,龍神詠咒耳墜,龙神咏咒耳坠
8997,龍神詠咒項環,龙神咏咒项环
8998,龍神詠咒指環,龙神咏咒指环
8999,龍神盾,龙神盾
9000,龍神劍,龙神剑
9001,龍神爪,龙神爪
9002,龍神斧,龙神斧
9003,龍神槍,龙神枪
9004,龍神弓,龙神弓
9005,龍神匕首,龙神匕首
9006,龍神牧杖,龙神牧杖
9007,龍神長杖,龙神长杖
9008,龍神書,龙神书
9009,龍神典,龙神典
9010,冰神寒冰盾,冰神寒冰盾
9011,冰神寒冰劍,冰神寒冰剑
9012,冰神寒冰爪,冰神寒冰爪
9013,冰神寒冰斧,冰神寒冰斧
9014,冰神寒冰槍,冰神寒冰枪
9015,冰神寒冰弓,冰神寒冰弓
9016,冰神寒冰刀,冰神寒冰刀
9017,冰神寒冰幻杖,冰神寒冰幻杖
9018,冰神寒冰咒杖,冰神寒冰咒杖
9019,冰神寒冰書,冰神寒冰书
9020,冰神寒冰典,冰神寒冰典
9021,寒冰禦敵手鐲,寒冰御敌手镯
9022,寒冰強攻手鐲,寒冰强攻手镯
9023,寒冰精準手鐲,寒冰精准手镯
9024,寒冰治癒手鐲,寒冰治愈手镯
